method,class,feature,real_median,method_median,median_delta,robust_z_delta,relative_delta,hist_overlap
llm,worn,energy_frac_ch3,0.0018328183,0.0018298513,-2.9669458e-06,-0.002134,-0.001619,0.231834
llm,worn,energy_frac_ch4,0.0010050075,0.0010600573,5.5049874e-05,0.148097,0.054776,0.344291
llm,worn,energy_frac_ch5,0.0016637536,0.00158006,-8.3693596e-05,-0.080157,-0.050304,0.157439
llm,worn,high_band_frac,0.007603618,0.0074636087,-0.0001400093,-0.039832,-0.018414,0.843772
llm,worn,total_rms,2.7796699,2.7807772,0.0011072921,0.000788,0.000398,0.029412
llm,severe,ch0_band0_frac,0.0038062973,0.0047930012,0.00098670388,0.511852,0.259229,0.304011
llm,severe,ch0_band1_frac,0.98379391,0.98104855,-0.0027453601,-0.457255,-0.002791,0.431551
llm,severe,ch0_band2_frac,0.0021466928,0.0032323594,0.0010856665,0.641850,0.505739,0.444920
llm,severe,ch0_band3_frac,0.0025995452,0.003270903,0.0006713578,0.921735,0.258260,0.481551
llm,severe,ch0_band4_frac,0.0031918333,0.0034773513,0.00028551791,0.259203,0.089453,0.543850
llm,severe,ch0_band5_frac,0.0027958557,0.0030148808,0.00021902517,0.203386,0.078339,0.453743
llm,severe,ch0_crest,1.8477867,1.8173415,-0.030445181,-0.208903,-0.016477,0.354813
llm,severe,ch0_kurtosis,1.5824057,1.5682434,-0.0141623,-0.352327,-0.008950,0.593850
llm,severe,ch0_rms,1.9865755,1.9872501,0.00067461788,0.000855,0.000340,0.045455
llm,severe,ch0_skewness,-0.0095735139,0.006854746,0.01642826,0.767827,1.716011,0.162299
llm,severe,ch0_tooth_rms_cv,0.38562701,0.38218211,-0.003444892,-0.189282,-0.008933,0.478610
llm,severe,ch0_tpf_amp_ratio,0.0025885676,0.0026298041,4.1236552e-05,0.039665,0.015930,0.567914
llm,severe,ch1_band0_frac,0.44006322,0.86070171,0.42063849,0.691202,0.955859,0.155080
llm,severe,ch1_band1_frac,0.017547799,0.0054101756,-0.012137623,-0.097041,-0.691689,0.553476
llm,severe,ch1_band2_frac,0.1531992,0.13496047,-0.01823873,-0.073583,-0.119052,0.184492
llm,severe,ch1_band3_frac,0.00017953859,0.0010031238,0.00082358524,2.709149,4.587232,0.970588
llm,severe,ch1_band4_frac,7.6755411e-05,0.00045402158,0.00037726617,2.897979,4.915173,0.450802
llm,severe,ch1_band5_frac,4.7754056e-05,0.00024170445,0.0001939504,2.660058,4.061443,0.498930
llm,severe,ch1_crest,1.0278484,1.0242956,-0.0035527752,-0.078350,-0.003457,0.336898
llm,severe,ch1_kurtosis,2.4190613,1.8969028,-0.5221585,-0.847919,-0.215852,0.989305
llm,severe,ch1_rms,7.8392894,7.8382173,-0.0010720524,-0.000394,-0.000137,0.029412
llm,severe,ch1_skewness,0,-0.076135705,-0.076135705,-0.462598,-76135704864.261093,0.933155
llm,severe,ch1_tooth_rms_cv,0.013223328,0.012026611,-0.0011967164,-0.056618,-0.090500,0.614973
llm,severe,ch1_tpf_amp_ratio,0.00070261043,0.0021572036,0.0014545932,0.957263,2.070270,0.176471
llm,severe,ch2_band0_frac,0.017492668,0.024670103,0.007177435,0.552343,0.410311,0.739037
llm,severe,ch2_band1_frac,0.11771534,0.06576415,-0.051951192,-0.332836,-0.441329,0.325401
llm,severe,ch2_band2_frac,0.23737857,0.31058938,0.073210809,0.516751,0.308414,0.200535
llm,severe,ch2_band3_frac,0.12718365,0.19063889,0.063455244,0.743182,0.498926,0.195187
llm,severe,ch2_band4_frac,0.25718348,0.28766475,0.030481272,0.138630,0.118520,0.155080
llm,severe,ch2_band5_frac,0.014675545,0.021104512,0.0064289676,0.713678,0.438074,0.624332
llm,severe,ch2_crest,1.383765,1.3413668,-0.042398215,-0.191557,-0.030640,0.665775
llm,severe,ch2_kurtosis,2.839591,3.0365002,0.19690927,0.414160,0.069344,0.657754
llm,severe,ch2_rms,0.78906404,0.7706334,-0.018430639,-0.047585,-0.023358,0.029412
llm,severe,ch2_skewness,0.024741894,-0.60485355,-0.62959544,-1.334912,-25.446534,0.173797
llm,severe,ch2_tooth_rms_cv,0.10083669,0.090109766,-0.010726921,-0.217353,-0.106379,0.539572
llm,severe,ch2_tpf_amp_ratio,0.10805579,0.17137272,0.063316939,0.677439,0.585965,0.219251
llm,severe,ch3_band0_frac,0.4363322,0.46815386,0.031821656,0.275400,0.072930,0.496791
llm,severe,ch3_band1_frac,0.12724952,0.13078156,0.0035320397,0.077082,0.027757,0.567112
llm,severe,ch3_band2_frac,0.12502914,0.11100235,-0.014026789,-0.342371,-0.112188,0.560695
llm,severe,ch3_band3_frac,0.10894048,0.095751935,-0.013188549,-0.408357,-0.121062,0.518984
llm,severe,ch3_band4_frac,0.083367948,0.088469403,0.0051014541,0.173005,0.061192,0.734759
llm,severe,ch3_band5_frac,0.093467763,0.10695205,0.013484286,0.594895,0.144267,0.567914
llm,severe,ch3_crest,1.1802526,1.2080187,0.027766107,0.353442,0.023526,0.887701
llm,severe,ch3_kurtosis,4.2637313,6.65018,2.3864487,1.286312,0.559709,0.871658
llm,severe,ch3_rms,0.27148575,0.27148931,3.5538486e-06,0.000266,0.000013,0.157754
llm,severe,ch3_skewness,0.88736119,1.4820397,0.59467853,1.259756,0.670165,0.464171
llm,severe,ch3_tooth_rms_cv,0.034447526,0.034264684,-0.00018284203,-0.020514,-0.005308,0.834225
llm,severe,ch3_tpf_amp_ratio,0.028322119,0.027513365,-0.00080875462,-0.047828,-0.028556,0.630481
llm,severe,ch4_band0_frac,0.078179338,0.10783531,0.029655974,0.328408,0.379333,0.370053
llm,severe,ch4_band1_frac,0.17078561,0.13938458,-0.03140103,-0.293860,-0.183862,0.427005
llm,severe,ch4_band2_frac,0.16905695,0.20128211,0.032225155,0.367284,0.190617,0.397594
llm,severe,ch4_band3_frac,0.11869843,0.14987234,0.031173908,0.579733,0.262631,0.443048
llm,severe,ch4_band4_frac,0.31382745,0.32158643,0.0077589757,0.053214,0.024724,0.391444
llm,severe,ch4_band5_frac,0.038831159,0.043677507,0.0048463477,0.287826,0.124806,0.437701
llm,severe,ch4_crest,1.4736626,1.5051107,0.031448126,0.212361,0.021340,0.545455
llm,severe,ch4_kurtosis,3.0820956,3.2807153,0.19861972,0.377707,0.064443,0.526738
llm,severe,ch4_rms,0.22644584,0.22364074,-0.0028050911,-0.037522,-0.012387,0.037433
llm,severe,ch4_skewness,0.47984424,0.56922721,0.089382974,0.321196,0.186275,0.211230
llm,severe,ch4_tooth_rms_cv,0.090909472,0.10490174,0.01399227,0.590690,0.153914,0.312834
llm,severe,ch4_tpf_amp_ratio,0.12756172,0.16484058,0.037278857,0.451225,0.292242,0.430481
llm,severe,ch5_band0_frac,0.10491998,0.20067062,0.095750633,0.634618,0.912606,0.294118
llm,severe,ch5_band1_frac,0.1260663,0.087997903,-0.0380684,-0.525710,-0.301971,0.491176
llm,severe,ch5_band2_frac,0.16424447,0.18143725,0.017192776,0.171877,0.104678,0.428075
llm,severe,ch5_band3_frac,0.11588483,0.14117122,0.025286393,0.529346,0.218203,0.550267
llm,severe,ch5_band4_frac,0.30545003,0.33703784,0.031587817,0.199261,0.103414,0.415508
llm,severe,ch5_band5_frac,0.040969138,0.057955853,0.016986714,0.660984,0.414622,0.417380
llm,severe,ch5_crest,1.4835469,1.5359637,0.052416801,0.219072,0.035332,0.221925
llm,severe,ch5_kurtosis,3.0960516,4.009784,0.91373243,1.316828,0.295128,0.550267
llm,severe,ch5_rms,0.26161945,0.25943413,-0.0021853193,-0.019344,-0.008353,0.061497
llm,severe,ch5_skewness,0.53375757,0.90987032,0.37611275,0.947611,0.704651,0.489305
llm,severe,ch5_tooth_rms_cv,0.092870147,0.10305326,0.010183114,0.202507,0.109649,0.310160
llm,severe,ch5_tpf_amp_ratio,0.10717617,0.16882624,0.061650063,0.688234,0.575222,0.275401
